大崎市,"['', '岩出山', '岩出山', '岩出山', '岩出山', '岩出山', '岩出山', '岩出山木通沢', '岩出山池月', '岩出山浦小路', '岩出山上金沢', '岩出山上川原北', '岩出山上川原町', '岩出山上川原南', '岩出山上東昌寺沢', '岩出山上中江', '岩出山上野目', '岩出山下一栗', '岩出山下金沢', '岩出山下川原', '岩出山下川原町', '岩出山下東昌寺沢', '岩出山下野目', '岩出山下野目', '岩出山重蔵', '岩出山城山', '岩出山大学町', '岩出山通丁', '岩出山轟', '岩出山西御名掛', '岩出山二ノ構', '岩出山東御名掛', '岩出山東川原', '岩出山東川原町', '岩出山蛭沢', '岩出山船場', '岩出山細峯', '岩出山保土沢', '岩出山前毘沙門', '岩出山松沢', '岩出山丸山', '岩出山南沢', '鹿島台大迫', '鹿島台木間塚', '鹿島台平渡', '鹿島台平渡', '鹿島台広長', '鹿島台深谷', '鹿島台船越', '三本木', '三本木', '三本木秋田', '三本木蟻ケ袋', '三本木伊賀', '三本木伊場野', '三本木音無', '三本木上伊場野', '三本木桑折', '三本木斉田', '三本木坂本', '三本木新町', '三本木高柳', '三本木新沼', '三本木蒜袋', '三本木南谷地', '田尻', '田尻大沢', '田尻大貫', '田尻大嶺', '田尻小塩', '田尻蕪栗', '田尻北小牛田', '田尻北高城', '田尻北牧目', '田尻小松', '田尻桜田高野', '田尻諏訪峠', '田尻通木', '田尻中目', '田尻沼木', '田尻沼部', '田尻八幡', '鳴子温泉赤這', '鳴子温泉赤湯', '鳴子温泉石ノ梅', '鳴子温泉入沢', '鳴子温泉岩渕', '鳴子温泉岩渕前', '鳴子温泉上ノ原', '鳴子温泉奥羽岳', '鳴子温泉大畑', '鳴子温泉鬼首', '鳴子温泉小身川原', '鳴子温泉上川原', '鳴子温泉上鳴子', '鳴子温泉通原', '鳴子温泉川渡', '鳴子温泉川端', '鳴子温泉川袋', '鳴子温泉河原湯', '鳴子温泉築沢', '鳴子温泉木戸脇', '鳴子温泉久田', '鳴子温泉車湯', '鳴子温泉黒崎', '鳴子温泉小室', '鳴子温泉小室山', '鳴子温泉境松', '鳴子温泉坂ノ上', '鳴子温泉沢', '鳴子温泉沢目木', '鳴子温泉尿前', '鳴子温泉新小身川原', '鳴子温泉新田', '鳴子温泉新町下', '鳴子温泉新屋敷', '鳴子温泉末沢', '鳴子温泉末沢西', '鳴子温泉関口', '鳴子温泉大尺', '鳴子温泉滝岸', '鳴子温泉竹原', '鳴子温泉田中', '鳴子温泉玉ノ木', '鳴子温泉月山', '鳴子温泉堤下', '鳴子温泉鶴田', '鳴子温泉天神', '鳴子温泉中野', '鳴子温泉中道', '鳴子温泉中屋敷', '鳴子温泉西原', '鳴子温泉沼井', '鳴子温泉野際', '鳴子温泉畑山', '鳴子温泉馬場', '鳴子温泉原', '鳴子温泉原崎', '鳴子温泉日向山', '鳴子温泉不動山', '鳴子温泉古戸前', '鳴子温泉星沼', '鳴子温泉前森', '鳴子温泉前山', '鳴子温泉町', '鳴子温泉町', '鳴子温泉町下', '鳴子温泉町西', '鳴子温泉水沼', '鳴子温泉見手野原', '鳴子温泉南原', '鳴子温泉南星沼', '鳴子温泉南山', '鳴子温泉柳木', '鳴子温泉焼石亦', '鳴子温泉山際', '鳴子温泉湯元', '鳴子温泉要害', '鳴子温泉横山', '鳴子温泉蓬田', '鳴子温泉鷲ノ巣', '鳴子温泉和田', '古川', '古川旭', '古川旭', '古川雨生沢', '古川荒川小金町', '古川荒田目', '古川荒谷', '古川飯川', '古川石森', '古川稲葉', '古川浦町', '古川江合寿町', '古川江合錦町', '古川江合本町', '古川駅東', '古川駅東', '古川駅前大通', '古川駅南', '古川駅南', '古川大崎', '古川大幡', '古川大宮', '古川小林', '古川柏崎', '古川金五輪', '古川上埣', '古川上中目', '古川川熊', '古川川端', '古川北稲葉', '古川北町', '古川北宮沢', '古川狐塚', '古川清滝', '古川桑針', '古川小泉', '古川小稲葉町', '古川小野', '古川斎下', '古川幸町', '古川境野宮', '古川栄町', '古川桜ノ目', '古川沢田', '古川渋井', '古川清水', '古川清水沢', '古川下中目', '古川下谷地', '古川城西', '古川李埣', '古川諏訪', '古川千手寺町', '古川台町', '古川楡木', '古川塚目', '古川堤根', '古川鶴ケ埣', '古川十日町', '古川富長', '古川長岡', '古川長岡針', '古川中里', '古川中里', '古川中里', '古川中里', '古川中沢', '古川中島町', '古川七日町', '古川七日町', '古川新田', '古川新沼', '古川新堀', '古川西荒井', '古川西館', '古川二ノ構', '古川東町', '古川引田', '古川深沼', '古川福浦', '古川福沼', '古川渕尻', '古川穂波', '古川穂波', '古川保柳', '古川前田町', '古川馬櫛', '古川馬放', '古川馬寄', '古川三日町', '古川南沢', '古川南新町', '古川南町', '古川蓑口沼', '古川耳取', '古川宮内', '古川宮沢', '古川師山', '古川休塚', '古川矢目', '古川米倉', '古川米袋', '古川若葉町', '松山金谷', '松山下伊場野', '松山須摩屋', '松山千石', '松山千石', '松山千石', '松山次橋', '松山長尾']"
富谷市,"['', '明石', '明石台', 'あけの平', '石積', '一ノ関', '今泉', '大亀', '大清水', '大童', '上桜木', '穀田', '三ノ関', '志戸田', '太子堂', '鷹乃杜', '高屋敷', 'とちの木', '富ケ丘', '富谷', '富谷', '成田', '西成田', '二ノ関', '東向陽台', '日吉台', 'ひより台', '杜乃橋']"
刈田郡蔵王町,"['', '円田', '円田', '円田', '円田', '円田', '円田', '小村崎', '塩沢', '遠刈田温泉', '遠刈田温泉', '遠刈田温泉旭町', '遠刈田温泉寿町', '遠刈田温泉栄町', '遠刈田温泉仲町', '遠刈田温泉本町', '平沢', '曲竹', '宮', '矢附']"
刈田郡七ヶ宿町,"['', '赤地', '愛宕下', '油畑', '板木', '一枚田', '稲子', '稲子山', '上野', '大石川原', '大萱', '大杉', '大貫平', '大迎', '柏木山', '蒲木', '上烏川', '上川原', '上島田原', '上ノ台', '上ノ平', '上ノ平山', '上八合', '神林山', '上町尻', '烏川岳', '行人原道上', '切通', '栗原', '小駕籠沢', '境ノ沢', '坂ノ上', '坂ノ下', '沢上山', '仕切目', '島木野', '下島田原', '下八合', '下町尻', '陳ノ窪', '新雷神', '薄沢口', '諏訪原', '関', '関', '瀬見原', '滝下', '滝ノ上', '館下', '田中道上', '田中道下', '壇前', '長老', '寺跡', '寺前', '峠田', '峠田愛宕下', '峠田町頭', '中川原', '中之沢', '中ノ沢原道下', '夏梨平', '滑津', '苗代端', '西島田原', '西町裏', '西森下', '沼田', '根添', '野沢倉山', '萩崎', '原道上', '原道下', '原谷地際', '東口道上', '東口道下', '東沢', '東島田原', '干蒲', '程ヶ沢', '町裏', '町下', '町尻', '松原', '侭ノ上', '侭ノ上地蔵前', '廻館', '水上口', '水下道上', '南浦畑', '宮前', '明神下', '明神前', '茂ヶ沢', '茂庭道', '矢立', '矢立平', '八ツ森', '八ツ分', '柳沢山国有林', '山伏坂', '湯原', '横川', '横川原', '利津保', '六本杉', '若林山', '割付']"
柴田郡大河原町,"['', '旭町', '荒町', '大芝', '大竜', '大巻', '大谷', '大谷', '大谷', '大谷地', '小島', '小山田', '海道東', '金ケ瀬', '上川原', '川瀬町', '甲子町', '幸町', '新青川', '新桜町', '新東', '新古川', '新南', '新南', '住吉町', '千塚前', '袖谷地', '高砂町', '堤', '土手崎', '中川原', '中島町', '中の倉', '南平', '西', '西浦', '錦町', '西桜町', '西町', '新寺', '沼', '橋本', '東', '東桜町', '東新町', '東原町', '広表', '広瀬町', '福田', '町', '緑町', '南', '南海道下', '南桜町', '南原町', '八乙女', '山崎町']"
柴田郡村田町,"['', '足立', '足立', '薄木', '小泉', '菅生', '菅生', '関場', '西ケ丘', '沼田', '沼辺', '村田', '村田', '村田']"
柴田郡柴田町,"['', '入間田', '海老穴', '上川名', '上名生', '北船岡', '剣崎', '小成田', '下名生', '槻木', '槻木駅西', '槻木上町', '槻木下町', '槻木白幡', '槻木白幡', '槻木新町', '槻木西', '槻木東', '富沢', '中名生', '中名生', '成田', '西船迫', '葉坂', '東船迫', '東船迫', '船岡', '船岡', '船岡新栄', '船岡中央', '船岡中央', '船岡土手内', '船岡西', '船岡東', '船岡南', '船岡南', '船迫', '本船迫', '松ケ越', 'ゆずが丘', '四日市場']"
柴田郡川崎町,"['', '青根温泉', '今宿', '小野', '川内', '支倉', '支倉台', '前川', '前川', '前川', '前川', '前川', '前川', '前川', '前川', '前川', '本砂金']"
伊具郡丸森町,"['', '赤堀', '秋柴', '天炉', '荒田', '荒屋敷', '飯泉', '飯塚', '飯塚下', '石釜', '石倉', '石倉前', '石羽', '石渕', '泉', '泉下', '板山', '覆盆子原', '銀杏', '稲場', '稲場東', '牛子', '後屋敷', '薄平', '梅木坂', '梅木平', 'うるし原', '大内', '大鹿野', '大川口', '大川口前', '大高森', '大舘', '大畑', '大畑前', '大張大蔵', '大張川張', '大巻北', '大巻南', '大目', '岡巻', '欠入上', '欠入下', '欠入菅', '欠入前山', '笠松', '柏木', '片岸', '金ケ作', '金ケ作前', '金山', '上滝西', '上滝東', '萱森', '雁歌', '川田島', '川田島菅', '川端', '川原田', '川前', '木落', '北沢', '北原東', '北原南', '北前', '木沼', '切立', '椚塚', '椚林', '原場', '耕野', '越田', '虚空蔵上', '虚空蔵下', '虚空蔵中', '小倉', '小斎', '小塚', '五福谷', '小坊木北', '小坊木南', '小保田', '五本松', '子安', '坂下', '作田', '桜渕', '三瓶内', '塩ノ貝', '塩ノ貝後', '敷文西', '敷文東', '四反田', '下滝', '下滝南', '上地', '城東', '上林西', '上林東', '上林南', '新田西', '新田東', '新田向', '新町', '神明', '神明東', '神明南', '砂ノ入', '関場', '千刈場', '袖五郎', '空焼', '平', '高畑', '高松', '高見北', '高見南', '滝の上', '滝原', '竹谷', '立沢北', '立沢南', '舘矢間木沼', '舘矢間舘山', '舘矢間松掛', '舘矢間山田', '田ノ入', '田町北', '田町南', '玉貫', '垂松', '塚田', '土ケ森', '角切', '手掛橋中', '手掛橋西', '手掛橋東', '寺内', '寺内前', '天王', '峠上', '峠革踏石', '峠小屋下', '峠境', '峠坂下', '峠下', '峠滝沢', '峠野上', '峠橋元', '峠前', '峠廻戸', '峠向', '峠横向', '鳥木', '鳥屋', '鳥屋', '中島', '中ノ内', '中道', '沼', '除', '除北', '除南', '畑中', '羽出庭', '花田', '羽入', '羽入前', '早坂', '羽山', '坂上', '火打石', '菱川内', '筆甫', '日照田', '日向', '日向上', '蛭田', '広町', '深田', '深田上', '深田下', '福沢', '福沢前', '武士沢', '渕ノ上', '不動', '船越', '船場', '前河原', '曲木', '町西', '町東', '馬渕', '廻倉', '水沢', '宮脇', '向原', '森', '矢洗', '屋敷', '屋敷前', '柳田', '山古谷', '山崎', '山崎前', '山田上', '山田下', '百合沢', '四重麦一', '四重麦二', '四重麦三', '四重麦四', '四重麦五', '四重麦六', '四重麦七', '吉田', '由縄坂', '和田西', '和田東', '蕨平']"
亘理郡亘理町,"['', '旭', '旭山', '愛宕前', '油田', '荒浜', '泉ケ入', '苺里', '苺浜', '五日町', '祝田', '裏城戸', '江下', '逢隈', '逢隈牛袋', '逢隈榎袋', '逢隈鹿島', '逢隈上郡', '逢隈高屋', '逢隈小山', '逢隈鷺屋', '逢隈下郡', '逢隈十文字', '逢隈神宮寺', '逢隈田沢', '逢隈中泉', '逢隈蕨', '上中野地', '上浜街道', '上茨田', '亀井戸', '上町', '北猿田', '北新田', '北新町', '狐塚', '旧舘', '倉庭', '境堤', '桜小路', '芝西', '下小路', '下浜街道', '下茨田', '新町', '先達前', '台田', '舘南', '道田中', '道田西', '道田東', '鳥居前', '長瀞', '中町', '中町東', '新井町', '西郷', '沼頭', '花苺', '茨田後', '卑下入', '東郷', '堀の内', '見田内', '南町', '南町東', '悠里', '悠里', '雪穴', '吉田', '龍円寺前']"
亘理郡山元町,"['', '浅生原', '浅生原', '大平', '小平', '坂元', '高瀬', 'つばめの杜', '八手庭', '真庭', '山寺', '鷲足']"
宮城郡松島町,"['', '磯崎', '北小泉', '桜渡戸', '高城', '竹谷', '手樽', '根廻', '幡谷', '初原', '松島']"
宮城郡七ヶ浜町,"['', '境山', '笹山', '汐見台', '汐見台南', '菖蒲田浜', '東宮浜', '東宮浜', '遠山', '花渕浜', '松ヶ浜', '湊浜', '代ヶ崎浜', '吉田浜']"
宮城郡利府町,"['', '青葉台', '青山', '赤沼', '飯土井', '春日', '加瀬', '神谷沢', '沢乙', '沢乙東', 'しらかし台', '新中道', '菅谷', '菅谷台', '中央', '花園', '葉山', '皆の丘', '森郷', '利府']"
黒川郡大和町,"['', '落合相川', '落合三ケ内', '落合蒜袋', '落合檜和田', '落合報恩寺', '落合舞野', '落合松坂', '小野', '小野', '学苑', '学苑', '鶴巣太田', '鶴巣大平', '鶴巣小鶴沢', '鶴巣北目大崎', '鶴巣下草', '鶴巣鳥屋', '鶴巣幕柳', '鶴巣山田', 'テクノヒルズ', 'まいの', '松坂平', '松坂平', '松坂平', '松坂平', '松坂平', '宮床', '宮床', 'もみじケ丘', '杜の丘', '吉岡', '吉岡', '吉岡', '吉岡', '吉岡', '吉岡', '吉岡', '吉岡天皇寺東', '吉岡東', '吉岡まほろば', '吉岡南', '吉田', '流通平']"
黒川郡大郷町,"['', '石原', '鶉崎', '大松沢', '粕川', '粕川', '川内', '不来内', '土橋', '中村', '羽生', '東成田', '味明', '山崎']"
黒川郡大衡村,"['', '大瓜', '大衡', '大衡', '大衡', '大森', '沖の平', '奥田', '桔梗平', '駒場', '中央平', 'ときわ台', 'ときわ台南', '松の平']"
加美郡色麻町,"['', '一の関', '王城寺', '清水', '黒沢', '小栗山', '四竃', '志津', '大', '高城', '高根', '平沢', '吉田']"
加美郡加美町,"['鶴羽美', '北田', '', '赤塚', '味ケ袋', '穴畑', '石原', '板橋', '一里塚', '一本杉', '一本杉', '一本柳', '一本柳南', '一本柳南', '芋沢', '上野原', '内谷地', '漆沢', '大谷地', '岡町', '押登目', '鹿島越', '門沢', '鹿原', '上狼塚', '上川原', '上多田川', '上野目', '雁原', '北川内', '北下原', '北寺宿', '北ノ口', '北原', '北町', '木伏', '木舟', '君ケ袋', '旧舘１番', '旧舘２番', '久保', '久保田', '小泉', '小瀬', '五百刈', '米泉', '清水田', '下狼塚', '下川原', '下北浦', '下タ川原', '下多田川', '下新田', '下野目', '下原', '下原前', '城生', '城内', '城野', '新川原', '新北雷屋敷', '新木伏', '新小路', '神山西', '新滝下', '新藤兵衛前', '新伯治', '新松田', '新南雷屋敷', '雑式ノ目', '大門', '滝下', '田中', '長清水', '月崎', '月崎', '鶴羽美', '照井', '天王', '樋田', '藤兵衛前', '百目木１番', '百目木２番', '百目木３番', '鳥嶋', '鳥屋ケ崎', '中嶋', '長檀', '長檀', '中畑', '中原', '長町', '菜切谷', '西田', '西田', '西八石', '西町', '二ノ坪', '沼ケ袋', '伯治', '八石下', '羽場', '原', '原高谷地屋敷', '原中原浦', '原町', '原道端屋敷', '原南江端', '平柳', '麓山', '前田下', '孫沢', '町裏', '町西', '町屋敷', '松田', '水芋', '南小路', '南寺宿', '南町', '宮崎', '宮田', '焼橋', '薬師堂', '矢越', '谷地森', '柳沢', '四日市場', '蓬田']"
遠田郡涌谷町,"['', '赤間屋敷', '市道', '一本柳', '猪岡短台', '烏鴉', '裏桜町', '浦町', '追廻町', '太田', '沖新田', '尾切', '小里', '表桜町', '上郡', '掃部沖名', '刈萱町', '川原町', '北五反田', '北田', '九軒', '鞍掛', '蔵人沖名', '桑木荒', '花勝山', '下道', '五反田', '小塚', '後藤江', '小蓋谷地', '小谷地', '小山下', '今左衛門沖名', '桜町裏', '佐山木', '三軒屋敷', '三十軒', '渋江', '渋江', '地不足道', '下郡', '下新田', '新沖新田', '新尾切', '新九軒前', '新後藤江', '新境堀下', '新台所橋', '新田', '新中島乙', '新名鰭', '新町', '新町裏', '新町裏', '砂田', '関谷沖名', '台所橋道下', '鷹野橋下中瀬', '立町', '田沼町', '田町裏', '長柄町', '中下道', '中島', '中島乙', '中島川前', '中島甲', '名鰭', '成沢', '西谷地', '二歩', '練丑町', '箟岳', '八百刈', '薔薇島', '古道下二本杉', '本町', '柳町', '吉住', '蘭場谷地', '六軒町', '六軒町裏', '涌谷']"
遠田郡美里町,"['', '青生', '青生', '一本柳', '牛飼', '内役田', '駅東', '大柳', '荻埣', '学田', '勘堂', '北浦', '北浦', '北浦', '北浦', '北原', '狐山', '木間塚', '化粧坂', '小沼', '小沼添', '小町井', '妻の神', '桜木町', '塩釜', '塩釜添', '志賀町', '志賀殿', '下境', '叔廼前', '上意江', '新一本柳', '新妻の神', '新大所', '新鳥谷坂', '新藤ケ崎', '砂子田', '関根', '素山', '素山町', '大所', '高田', '塔の越', '鳥谷坂一', '鳥谷坂二', '中埣', '中高城', '成田', '二郷', '西舘', '練牛', '平針', '福ケ袋', '藤ケ崎', '藤ケ崎町', '二ツ檀', '待井', '南小牛田', '南小牛田', '南高城', '峯山', '峯山浦', '役田', '和多田沼']"
牡鹿郡女川町,"['黄金町', '清水町', '寿町', '', '旭が丘', '飯子浜', '石浜', '出島', '伊勢', '市場通り', '内山', '浦宿浜', '江島', '尾浦', '大石原浜', '大原', '大道', '女川', '女川浜', '女川浜', '御前浜', '海岸通り', '桐ケ崎', '黄金', '小乗', '小乗浜', '桜ケ丘', '指ケ浜', '清水', '高白浜', '竹浦', '塚浜', '塚浜', '野々浜', '針浜', '宮ケ崎', '横浦', '鷲神', '鷲神浜']"
本吉郡南三陸町,"['', '入谷', '歌津伊里前', '歌津石泉', '歌津石浜', '歌津板橋', '歌津大磯', '歌津大沼', '歌津大森', '歌津尾崎', '歌津上沢', '歌津上の山', '歌津神山', '歌津川内', '歌津北の沢', '歌津草木沢', '歌津管の浜', '歌津小長柴', '歌津小沼', '歌津皿貝', '歌津白山', '歌津砂浜', '歌津田表', '歌津館浜', '歌津田の浦', '歌津田の頭', '歌津田茂川', '歌津泊浜', '歌津中在', '歌津長沢', '歌津長柴', '歌津中野', '歌津長羽', '歌津中山', '歌津名足', '歌津浪板', '歌津韮の浜', '歌津馬場', '歌津払川', '歌津番所', '歌津樋の口', '歌津平棚', '歌津平松', '歌津牧田', '歌津枡沢', '歌津町向', '歌津松の崎', '歌津港', '歌津南の沢', '歌津峰畑', '歌津宮方', '歌津森畑', '歌津吉野沢', '歌津寄木', '志津川秋目川', '志津川旭ケ浦', '志津川阿曽', '志津川荒坂', '志津川磯の沢', '志津川五日町', '志津川内井田', '志津川大久保', '志津川大沢', '志津川大畑', '志津川大森', '志津川大森町', '志津川蒲の沢', '志津川上の山', '志津川上保呂毛', '志津川北の又', '志津川熊田', '志津川黒崎', '志津川御前下', '志津川米広', '志津川小森', '志津川権現', '志津川塩入', '志津川塩入', '志津川汐見町', '志津川清水浜', '志津川下保呂毛', '志津川蛇王', '志津川城場', '志津川助作', '志津川袖浜', '志津川大上坊', '志津川竹川原', '志津川田尻畑', '志津川立沢', '志津川天王山', '志津川天王前', '志津川十日町', '志津川中瀬町', '志津川新井田', '志津川西田', '志津川沼田', '志津川林', '志津川平磯', '志津川平井田', '志津川平貝', '志津川深田', '志津川細浦', '志津川松井田', '志津川廻館', '志津川廻館前', '志津川南町', '志津川本浜町', '志津川森山', '戸倉']"
